Accession	Sample1-rep1	Sample1-rep2	Sample1-rep3	Sample2-rep1	Sample2-rep2	Sample2-rep3	Ratio	Fold_Change	P-val
P48735	 249148.557062027 	 260099.412648755 	 973177.466156938 	 182940.573423687 	 363495.869052252 	 743220.233050299 	 1.14947292872564 	 1.14947292872564 	 0.83730605062675 
P48739	 868400.149168561 	 300310.429439344 	 153148.854853345 	 500270.847955473 	 596797.582569933 	 206682.427194835 	 1.01388959833375 	 1.01388959833375 	 0.982051059869913 
"P48960-3;P48960;P48960-2"	 891584.794374704 	 466852.78554618 	 406470.977336682 	 233671.505140291 	 386276.672181596 	 602223.597413826 	 1.44407569683829 	 1.44407569683829 	 0.39255464625875 
P49189	 863572.641510606 	 376987.332378464 	 615155.891254858 	 836234.708837455 	 937947.344397232 	 750607.047473029 	 0.734998366645261 	 -1.36054724116501 	 0.249064404300395 
P49257	 8320.64579754632 	 761322.46556397 	 459844.620401702 	 184246.871969874 	 407149.915650422 	 725257.842621489 	 0.933796687091315 	 -1.07089692416333 	 0.919778295326717 
P49327	 260247.713206235 	 549656.72808446 	 577665.802348158 	 388563.113342145 	 369598.269668817 	 271575.364173972 	 1.34749997747692 	 1.34749997747692 	 0.363234118489004 
P49356	 937306.131377598 	 81894.8842489997 	 918379.22921067 	 351155.149576547 	 306851.513064103 	 125704.358436774 	 2.47231465773384 	 2.47231465773384 	 0.304294877087188 
"P49368;P49368-2"	 929831.886145318 	 290080.501600894 	 400735.882644761 	 318857.506551749 	 316148.763011613 	 262350.771142738 	 1.80602390896242 	 1.80602390896242 	 0.346215495207372 
P49411	 694627.933526294 	 281628.71929314 	 542603.010226615 	 406320.088541254 	 334791.092349035 	 97885.1041765304 	 1.81032942586281 	 1.81032942586281 	 0.215638076743637 
"P49419;P49419-2"	 897406.146339954 	 934018.520898353 	 935667.521593258 	 804564.414244979 	 579931.841827509 	 324361.971225304 	 1.6192637543766 	 1.6192637543766 	 0.12492747954275 
P49454	 436638.442633874 	 553561.862105162 	 177893.966921889 	 160489.328097062 	 724502.486432279 	 452316.801371383 	 0.873466496642715 	 -1.1448636024892 	 0.790722274504111 
P49588	 869892.569520994 	 25938.8253313473 	 593079.428060106 	 679820.04741895 	 575983.881587864 	 337617.666047132 	 0.934411098440046 	 -1.07019276811829 	 0.90589647353785 
"P49589;P49589-3"	 743330.742091646 	 653263.809991031 	 809064.751660586 	 367911.941599307 	 465190.944284549 	 276600.491793814 	 1.98761159793814 	 1.98761159793814 	 0.00731395167124434 
P49591	 232866.156377467 	 62864.5997510472 	 906885.56491151 	 23141.6128983748 	 316035.854040856 	 77478.9976639784 	 2.88634984263427 	 2.88634984263427 	 0.421136758166109 
P49593	 26049.3956583946 	 755448.451561245 	 64107.505035808 	 263485.756552396 	 549471.339310511 	 269835.571851085 	 0.780948539336439 	 -1.28049410381084 	 0.779625767675753 
"P49662;P51878-3;P51878-5"	 885586.911219596 	 901384.738920396 	 876053.622109816 	 352365.138320672 	 3724.25925302133 	 362081.745606965 	 3.70806498915526 	 3.70806498915526 	 0.0310790528338336 
P49720	 333991.843625055 	 39130.1006493618 	 420726.400265486 	 457486.722290633 	 677677.481778779 	 583613.5291058 	 0.461867947912831 	 -2.16512101460812 	 0.0982503832962598 
P49721	 58245.1749937447 	 595721.027732757 	 882946.230161407 	 376288.103214974 	 870602.718046446 	 931477.604531978 	 0.705533744746663 	 -1.41736664964065 	 0.517388437876921 
P49736	 438370.760903176 	 776820.8325676 	 860640.005286041 	 254386.290751895 	 361082.682951364 	 251257.791855165 	 2.39502422360221 	 2.39502422360221 	 0.079657429545783 
P49747	 73357.9885007172 	 59145.1039638805 	 627561.411313982 	 195895.114690426 	 529509.312377401 	 499269.319148407 	 0.620626110526893 	 -1.61127606950186 	 0.521379425930835 
P49748	 656093.112797175 	 327635.030901104 	 387383.09894524 	 675131.114632596 	 681370.984682668 	 326264.869977091 	 0.814795671453014 	 -1.22730156165007 	 0.53976421486201 
P49753-2	 936548.346507685 	 485499.145179621 	 790549.478963963 	 754367.936900803 	 469393.549507195 	 741675.943970626 	 1.12575294255235 	 1.12575294255235 	 0.641104245404718 
"P49753;Q86TX2"	 258657.451131332 	 901876.108460902 	 281705.664115816 	 227880.138751802 	 87912.5625948245 	 755200.808047139 	 1.34663675461902 	 1.34663675461902 	 0.694190088123303 
P49755	 229485.697272403 	 333587.684227584 	 471925.765953753 	 531777.965704004 	 605488.053305836 	 92474.5358949631 	 0.841640249502759 	 -1.18815610421531 	 0.737268324019146 
P49798-3	 878990.499732174 	 801989.665196296 	 54985.2977309057 	 859136.851147863 	 253054.337757717 	 82978.6329409405 	 1.45248435069866 	 1.45248435069866 	 0.636680583070991 
P49915	 998487.618378217 	 17615.3663683066 	 775787.587586515 	 385862.868618452 	 812809.728653162 	 152274.954707534 	 1.32639536576228 	 1.32639536576228 	 0.702814577269249 
P49917	 631107.573108162 	 949789.397146198 	 932910.539693594 	 221435.72987853 	 340356.376727018 	 157391.853962199 	 3.49536091984514 	 3.49536091984514 	 0.0143304831113252 
"P50213;P50213-2"	 136211.663092817 	 118146.205686214 	 613538.103125154 	 275966.635297794 	 7640.41210329858 	 472733.300532948 	 1.14749394802864 	 1.14749394802864 	 0.868883544436617 
P50224	 807710.723364665 	 881245.240898794 	 129216.085410277 	 690949.26477093 	 52196.3618460024 	 460911.358457322 	 1.51003820600867 	 1.51003820600867 	 0.53917415864709 
P50281	 698911.718209607 	 837024.222791361 	 794411.150020222 	 390605.321157086 	 823709.380224004 	 979673.458387351 	 1.06215117007156 	 1.06215117007156 	 0.82301814827206 
"P50395;P50395-2"	 944848.985946077 	 901739.671662906 	 612049.670350767 	 588973.075191714 	 860875.552144262 	 840239.253170623 	 1.07359999102561 	 1.07359999102561 	 0.701793506766103 
P50402	 84793.0383369695 	 391320.339313887 	 12683.3466077485 	 866761.236454856 	 753972.720300896 	 124803.180223409 	 0.280026539626948 	 -3.57109008786168 	 0.204895713983785 
P50440-3	 316763.584125671 	 977481.333430445 	 673234.81859167 	 637808.666699934 	 726024.344851944 	 232543.668375997 	 1.23246584649224 	 1.23246584649224 	 0.640127457171349 
P50452	 710125.384661966 	 331235.094057981 	 492692.703632438 	 378549.439331559 	 663476.873900932 	 848241.291770594 	 0.811553442640668 	 -1.23220474149694 	 0.53685132538792 
P50453	 82511.7766759488 	 903403.514525182 	 626130.131020213 	 425450.418747324 	 367416.150804078 	 908949.173012016 	 0.947250270345452 	 -1.05568721520165 	 0.924823758635455 
P50454	 12937.23821694 	 991676.971031299 	 322924.373574489 	 450206.651282787 	 834435.056986355 	 188731.304352999 	 0.90102002103332 	 -1.10985325148843 	 0.895620300652079 
P50461	 923012.479388175 	 587490.564744079 	 220325.119261403 	 833893.617780604 	 456952.83998393 	 306890.532430491 	 1.08329980091554 	 1.08329980091554 	 0.871549824886684 
P50552	 442653.411154705 	 884566.185465376 	 191714.521626824 	 163314.330143111 	 814482.670713642 	 384954.182772439 	 1.11460854812966 	 1.11460854812966 	 0.860831274741972 
"P50570;P50570-2;P50570-3;Q9UQ16;Q9UQ16-2;Q9UQ16-3;Q9UQ16-4"	 831493.375235785 	 219731.731353098 	 690881.995913486 	 218199.980553099 	 945638.100794324 	 904687.710607039 	 0.84219742837063 	 -1.1873700468721 	 0.736033642030675 
P50583	 792091.116783342 	 44028.7710136355 	 159227.114672418 	 897285.645392194 	 615761.983285061 	 362943.858866729 	 0.530571172139212 	 -1.88476127711217 	 0.360456726768671 
P50990	 973397.926430766 	 86841.2650914423 	 157621.689851701 	 374168.812459099 	 535928.334170908 	 925527.711100057 	 0.663458481859914 	 -1.5072533208056 	 0.572356267550009 
P50991	 665661.479807866 	 129667.945834554 	 388149.307515585 	 397891.684222652 	 65436.8521401979 	 475894.902020152 	 1.26006090222314 	 1.26006090222314 	 0.704875279478825 
P50995	 262273.4861458 	 266330.891588238 	 708884.954892913 	 138441.360890037 	 587469.114354213 	 470674.176015422 	 1.03418452787625 	 1.03418452787625 	 0.948982232810149 
"P51116;P51114"	 399852.013124339 	 138.808849719174 	 837418.181684387 	 965958.944738075 	 979057.770754485 	 532811.951680991 	 0.499392480219366 	 -2.00243303535675 	 0.231952257967199 
P51148	 761842.675448983 	 728650.687379599 	 702069.63532518 	 531607.433129184 	 764914.487199589 	 478689.221944239 	 1.23509984020626 	 1.23509984020626 	 0.251993250034605 
P51149	 262118.553973578 	 330640.253007447 	 443455.447486234 	 97147.5988431272 	 104218.660725175 	 11419.0579431431 	 4.8697638849613 	 4.8697638849613 	 0.0181263719249954 
P51153	 2870.24099744859 	 318123.408395651 	 683912.687766022 	 288135.007002251 	 672149.048062351 	 64290.9971174423 	 0.980803051000477 	 -1.01957268483203 	 0.981459024053977 
P51157	 773105.498671044 	 30979.937673176 	 688819.677346771 	 169365.608065967 	 997081.12358025 	 303710.095584872 	 1.01547337402279 	 1.01547337402279 	 0.983647263870067 
"P51512;P51512-2"	 736650.903810858 	 738843.843811579 	 537439.424999153 	 932401.356734421 	 938797.736144529 	 885595.286307827 	 0.730172038879223 	 -1.36954025456103 	 0.0578783235705573 
P51571	 478374.237864427 	 76104.9481417328 	 387161.267592421 	 808123.790053069 	 897285.278674408 	 523813.450617724 	 0.422407563815196 	 -2.3673818502869 	 0.0611967782687464 
"P51572;P51572-2"	 995189.22116456 	 284238.701221133 	 434365.274229187 	 216883.984684248 	 773336.20213113 	 745985.216260769 	 0.987091270179463 	 -1.01307754430671 	 0.980181051881826 
P51606	 880458.293107979 	 972993.016896289 	 709416.040122403 	 363148.173664904 	 165718.844306864 	 61217.017597734 	 4.34322434711049 	 4.34322434711049 	 0.00527631993258121 
"P51636;P51636-2"	 591071.366474272 	 224864.095672669 	 928471.819865285 	 486007.994107587 	 229894.755486973 	 802976.969978108 	 1.14848283213829 	 1.14848283213829 	 0.789116948360649 
"P51648;P51648-2"	 412793.718038094 	 243385.02186231 	 833484.688570913 	 634660.93549265 	 985996.482166927 	 935279.520187549 	 0.582824797596949 	 -1.71578149063511 	 0.174481131778526 
P51659	 963111.871151813 	 576356.716653026 	 644121.645066041 	 290171.588475018 	 930226.87039554 	 214200.18896271 	 1.52209137807905 	 1.52209137807905 	 0.401597148323509 
P51665	 477684.03149695 	 882219.726159985 	 639205.463533491 	 538493.4451528 	 54406.1329257685 	 104049.064789663 	 2.86837379145078 	 2.86837379145078 	 0.09298515212981 
P51808	 686063.379893008 	 317742.301446236 	 424221.924335836 	 508891.884615863 	 906152.494296755 	 427707.436816875 	 0.77494299204354 	 -1.29041750201906 	 0.497400056367455 
P51843-2	 54222.6609232522 	 32644.0152038193 	 835311.044542639 	 462707.162096194 	 972099.122339096 	 884856.407468263 	 0.397548196937615 	 -2.51541827557811 	 0.219716225397724 
P51858	 53149.4461797866 	 728587.13435821 	 161208.332107919 	 872941.046674139 	 112371.705715009 	 402637.379098421 	 0.679379533352032 	 -1.47193130041177 	 0.652173397792313 
P51884	 641789.069814979 	 490758.419941859 	 943525.968991847 	 301360.104949276 	 510454.029496338 	 372516.470810378 	 1.75295094928324 	 1.75295094928324 	 0.141610534710519 
P51888	 983075.909883618 	 625561.299965415 	 587550.07856037 	 742212.188162243 	 373661.802627358 	 882460.688193041 	 1.09900874538568 	 1.09900874538568 	 0.755404868115172 
P51911	 150729.894405665 	 897324.664715993 	 804593.801107241 	 455754.832314258 	 561845.3370873 	 925048.271664955 	 0.953671452366232 	 -1.04857914905476 	 0.919321514761145 
"P51991;P51991-2"	 988797.711688567 	 586175.028055849 	 778123.261736106 	 905705.232130834 	 991910.471558163 	 568940.347983997 	 0.954000619562035 	 -1.04821734859992 	 0.838401672764901 
"P52179-2;P52179"	 414585.354447762 	 407116.688687349 	 610477.020400665 	 614066.469315772 	 653437.032872653 	 959388.884674482 	 0.643128995359013 	 -1.55489801768582 	 0.121484651692832 
P52209	 123756.127997826 	 594094.885496115 	 236658.870240449 	 258258.787147722 	 636805.292304019 	 215412.103989969 	 0.85955007227266 	 -1.16339935538134 	 0.802988173784167 
"P52272;P52272-2"	 814492.331573698 	 797403.56329247 	 413761.233990881 	 193607.600063384 	 226542.228651857 	 790619.189254183 	 1.67303350085244 	 1.67303350085244 	 0.318146005304781 
P52292	 692208.318095391 	 980759.611865496 	 783643.759050124 	 998801.189226422 	 44240.4086249499 	 857478.894337216 	 1.29259942163636 	 1.29259942163636 	 0.602309746083126 
"P52564;P52564-2"	 676947.54210984 	 712326.781327799 	 112318.73692366 	 587127.953090367 	 929002.66269292 	 943508.686435969 	 0.610493196708338 	 -1.63801989177244 	 0.246320825600066 
P52565	 453711.952224735 	 975886.259088568 	 707849.624664105 	 667005.90658463 	 995523.182670704 	 549302.244144059 	 0.966370176469259 	 -1.03480014630999 	 0.908031692012092 
P52566	 748289.030855836 	 375795.636322499 	 811062.020207008 	 911194.440941862 	 220777.335798445 	 965297.146625992 	 0.922698403540574 	 -1.08377775030585 	 0.856407229562052 
P52597	 526424.468689884 	 184069.508563589 	 243121.470651173 	 603873.791776626 	 335700.596646367 	 949244.330139522 	 0.504873992688084 	 -1.98069224100004 	 0.221474064836484 
P52790	 430871.922883893 	 444580.251493928 	 252927.059507402 	 439927.105919503 	 97336.7677165352 	 610720.825353427 	 0.982921841099886 	 -1.01737489003297 	 0.970856849498703 
P52888	 861540.458999808 	 477081.886396754 	 146996.231792531 	 423235.475230166 	 659163.661144667 	 932252.318867679 	 0.737407243979214 	 -1.35610276162162 	 0.528768134375867 
"P52895;P52895-2"	 8126.16707102465 	 180743.278704165 	 626627.469235079 	 137816.266876452 	 548052.582440876 	 193633.347643405 	 0.927225557626069 	 -1.07848623430986 	 0.929412709967947 
P52907	 421006.903473986 	 538639.626390973 	 597100.030717689 	 729721.438744664 	 419219.557911515 	 344724.816623002 	 1.04223216916572 	 1.04223216916572 	 0.88155911471994 
P53004	 200709.634160389 	 536193.639177285 	 868501.692702827 	 136118.230948611 	 814582.08781225 	 109356.212287542 	 1.51445221931018 	 1.51445221931018 	 0.579046822510829 
P53367-2	 10702.2109125614 	 231508.237306286 	 162226.154704499 	 626585.710656712 	 122266.012237567 	 593581.929735382 	 0.301271204078582 	 -3.31926844139796 	 0.185720660131223 
"P53396-2;P53396"	 899555.512934704 	 854753.913049263 	 611272.103333769 	 194060.656486042 	 552129.107127195 	 758426.437809029 	 1.57221590933397 	 1.57221590933397 	 0.221130346161273 
P53618	 557520.393664339 	 791363.338086777 	 954538.567456354 	 62975.8793662712 	 699750.418562875 	 3830.75873637584 	 3.00489347684988 	 3.00489347684988 	 0.133756636724547 
P53621	 668341.385208512 	 417115.022378575 	 168577.618303312 	 981505.043433385 	 822610.030106846 	 118048.968525147 	 0.652407390028445 	 -1.53278459944545 	 0.512922186205804 
P53634	 688469.328369111 	 931261.75179091 	 674819.807650164 	 194289.090439741 	 665189.448999824 	 893260.404420169 	 1.30912301335493 	 1.30912301335493 	 0.482860956925518 
P53814-6	 729616.449133214 	 729214.586621917 	 785108.102601198 	 851754.687112404 	 54308.3303548965 	 212515.685400079 	 2.00606281221356 	 2.00606281221356 	 0.263297635662117 
P53985	 512986.957446363 	 245937.546481945 	 439417.161721222 	 327361.693565626 	 918011.42881844 	 125074.924996516 	 0.874415975082012 	 -1.14362046039496 	 0.836868957024027 
P53992	 182977.137862087 	 434505.895536214 	 309679.928905925 	 218101.38895467 	 721726.925400092 	 626627.97298731 	 0.591885627320897 	 -1.68951559869157 	 0.304829619284799 
"P54108-2;P54108;P54108-3"	 535903.609061263 	 751961.166058636 	 956436.329302597 	 360189.170792123 	 343606.308861337 	 346952.049886685 	 2.13590899938133 	 2.13590899938133 	 0.0816032262432153 
P54132	 622673.160600269 	 547676.026326439 	 816583.407397521 	 705163.859215462 	 994773.088222784 	 980623.552141233 	 0.74123773540494 	 -1.34909483453874 	 0.136855646919057 
"P54136-2;P54136"	 827718.383281301 	 503547.216534002 	 890238.244403489 	 512301.521044806 	 452042.014558811 	 600708.263390445 	 1.41944429292798 	 1.41944429292798 	 0.201846564846653 
P54296	 942425.635996955 	 500049.220095653 	 111330.053954458 	 714970.475824835 	 153698.557121374 	 19319.6367573718 	 1.74980263043867 	 1.74980263043867 	 0.527833011324525 
P54577	 993429.407544946 	 310524.679871294 	 100829.77635996 	 783097.860575256 	 493650.816910063 	 458325.001127541 	 0.809639314509851 	 -1.2351178877787 	 0.732002289613443 
P54578	 420619.278159893 	 462178.016521393 	 492423.973231629 	 700182.612620914 	 979048.65160359 	 975885.189228315 	 0.517951393854881 	 -1.9306830947156 	 0.0383063866951659 
P54652	 803211.899671898 	 495645.915814287 	 369931.606037547 	 63543.9771939714 	 900984.365374031 	 127607.589493276 	 1.52800523500228 	 1.52800523500228 	 0.567119635543097 
"P54687;P54687-4"	 461445.773480878 	 169846.472062318 	 10542.7097968522 	 235909.735162364 	 293860.579484811 	 86562.1863699787 	 1.04137775353532 	 1.04137775353532 	 0.957354045319585 
P54709	 68879.182161096 	 472506.686064596 	 750869.167507591 	 623303.761633504 	 357475.428636038 	 889863.659763473 	 0.690807994540741 	 -1.44758023633588 	 0.487115972901149 
"P54727;P54725"	 429795.644620935 	 920975.88653779 	 396227.929770157 	 759879.122012019 	 719634.432549695 	 643988.681338705 	 0.822697255220035 	 -1.21551396173377 	 0.538599677699667 
P54802	 664581.723742626 	 626092.780337101 	 721241.868542808 	 679184.697109408 	 183952.745631313 	 535336.587890766 	 1.43865122165626 	 1.43865122165626 	 0.297627168900066 
"P54886;P54886-2"	 892704.24448878 	 765280.395586829 	 317423.421107224 	 30147.3292624866 	 646707.998159059 	 300860.894981916 	 2.02043089387103 	 2.02043089387103 	 0.25349806577748 
"P54920;Q9H115"	 218905.960905106 	 351152.204225281 	 104623.677239184 	 491693.261926769 	 982808.107237834 	 713975.988125283 	 0.308288244391556 	 -3.24371758635695 	 0.051481087848741 
"P55001;P55001-2;P55001-3"	 908388.014121939 	 977363.66929624 	 916108.300925767 	 539289.37635146 	 669603.241596536 	 229184.708184266 	 1.94833750134953 	 1.94833750134953 	 0.0698115299091313 
"P55011;P55011-3"	 489543.88740215 	 232287.319550085 	 839250.536227049 	 709471.69068982 	 287.890930158685 	 459052.690037455 	 1.3356137516982 	 1.3356137516982 	 0.656617796725775 
P55058	 764807.736596985 	 464634.285703902 	 687514.576001925 	 51575.558924882 	 278186.908169148 	 915967.428024523 	 1.53882202379062 	 1.53882202379062 	 0.485227220007305 
"P55060;P55060-3"	 603063.668932137 	 499422.824325776 	 809355.640526459 	 94418.618910489 	 419481.19819186 	 108764.239139457 	 3.07042315132757 	 3.07042315132757 	 0.0382768672405225 
"P55072;Q8IYT4;Q8IYT4-2"	 799659.836750627 	 870349.350377097 	 587840.573585274 	 627545.509896184 	 730324.2088032 	 827386.91711288 	 1.03321949637908 	 1.03321949637908 	 0.826667065469601 
P55083	 283536.830610123 	 587568.307096523 	 610461.37980236 	 119555.123837449 	 235432.439909823 	 960785.298206582 	 1.12600476902142 	 1.12600476902142 	 0.859550919916871 
P55084	 675834.383523441 	 55893.9945699184 	 195983.841132833 	 58819.7181389748 	 445798.456898363 	 519870.777307614 	 0.905536577141952 	 -1.10431762254838 	 0.898295810390399 
"P55196-5;P55196;P55196-2;P55196-3"	 437028.726137472 	 922910.670368383 	 501442.449337531 	 287320.57034806 	 53211.8498786004 	 709288.406119513 	 1.77304717065082 	 1.77304717065082 	 0.334563031864242 
P55209	 559450.86003289 	 501757.769820181 	 918656.608474053 	 338643.72636619 	 143757.1423684 	 387368.267450651 	 2.27631121404319 	 2.27631121404319 	 0.0857723721694057 
P55268	 795962.489689555 	 576503.391851904 	 659010.817041297 	 533838.048199616 	 505115.274432306 	 402350.146607448 	 1.40947187177371 	 1.40947187177371 	 0.0712357107229331 
P55290	 609423.066036206 	 896515.005142169 	 672478.666199662 	 405962.12131556 	 741719.013012744 	 96540.7737602554 	 1.75082653923418 	 1.75082653923418 	 0.232339348826724 
P55735	 716512.317634141 	 88519.1460290082 	 17399.4047612679 	 694954.183988712 	 662171.43025946 	 758876.658358033 	 0.388672015655002 	 -2.57286339052419 	 0.189998435477647 
"P55786;A6NEC2"	 23815.4004903394 	 911977.049682898 	 962301.320561388 	 109840.636158661 	 616111.730322296 	 455071.91333572 	 1.60715897477506 	 1.60715897477506 	 0.533498172271966 
P55795	 909721.698707877 	 85744.3317912378 	 657186.522923564 	 236075.097997624 	 423677.004081383 	 607023.622450582 	 1.30461337506005 	 1.30461337506005 	 0.664875256902591 
P55809	 711541.116043015 	 459955.736695502 	 747610.10125213 	 719758.504576159 	 560210.792608398 	 748348.325502093 	 0.946157018272441 	 -1.05690702567093 	 0.755161756177157 
"P55884;P55884-2"	 844553.72502984 	 134919.61585006 	 880380.02903323 	 553933.695715848 	 109471.512430245 	 195928.935693144 	 2.1642959066003 	 2.1642959066003 	 0.313199156360227 
P55899	 835910.014549954 	 513726.843071377 	 122611.470251825 	 626670.629103151 	 875196.208330219 	 694786.463437818 	 0.670223347166011 	 -1.49203993598317 	 0.364928374350723 
"P56134;P56134-2"	 632647.797799256 	 958850.544220502 	 508645.631956267 	 332238.087936413 	 251535.209554268 	 597157.610724445 	 1.77838005540071 	 1.77838005540071 	 0.150296738053467 
P56192	 26859.5737832037 	 805647.469107324 	 221482.675752523 	 199050.208522915 	 460792.469674953 	 829378.365963869 	 0.707745651846015 	 -1.41293697445078 	 0.652150715835473 
P56537	 128808.930659786 	 212576.065325795 	 334634.62501959 	 486672.376338433 	 844257.805855086 	 422286.609334592 	 0.385588151032907 	 -2.59344068877951 	 0.0946964640739649 
P57088	 455203.638153317 	 497732.706047127 	 149553.461325126 	 129463.992369604 	 959027.504906012 	 233211.408619125 	 0.834143437688236 	 -1.19883458266054 	 0.814792711137479 
"P57723;P57723-2"	 528271.898616655 	 506706.047248797 	 840028.806006368 	 549484.412831955 	 307373.100692681 	 277163.366268401 	 1.65341466394694 	 1.65341466394694 	 0.151263387734181 
"P57737;P57737-2"	 745980.170286675 	 676138.136927671 	 638720.153264003 	 799842.507657717 	 690944.248177209 	 889992.761292598 	 0.865614999479165 	 -1.15524800356012 	 0.199518733805877 
P58107	 77354.31199211 	 551382.286314015 	 209314.264265269 	 330762.747947108 	 621190.092480479 	 135961.984858661 	 0.770327642470438 	 -1.29814892373978 	 0.697850833612304 
P58304	 365639.613731031 	 879503.536956838 	 552048.560782103 	 908604.778010793 	 227847.713723858 	 187336.862145164 	 1.35761154612907 	 1.35761154612907 	 0.605573987459834 
"P59665;P59666"	 435958.282181633 	 675973.803655985 	 272467.99951923 	 442141.983946604 	 150374.543759578 	 475131.761278254 	 1.29668178148228 	 1.29668178148228 	 0.536545907693224 
P59998	 717557.295381691 	 750493.138691068 	 773420.299511195 	 489626.924389112 	 714144.37271044 	 665103.787471176 	 1.19936894235968 	 1.19936894235968 	 0.205328983563186 
P60033	 968260.239708058 	 417528.842739722 	 621043.22331167 	 807901.849836586 	 111578.9120835 	 809992.236406528 	 1.16037215250033 	 1.16037215250033 	 0.761915931400768 
P60174	 434355.81506731 	 741416.797919093 	 88768.7243876994 	 124225.839403541 	 266713.511219737 	 247480.808755011 	 1.9807352866262 	 1.9807352866262 	 0.38420554114934 
P60228	 944378.725481214 	 21732.6457170485 	 693436.887329902 	 835787.948060866 	 283838.500210091 	 1559.50907931279 	 1.48017217630002 	 1.48017217630002 	 0.652171045558746 
P60468	 393967.821720177 	 947390.827951157 	 47718.6808105955 	 574333.632723495 	 649223.778950009 	 916903.127159703 	 0.648961896414654 	 -1.54092251875609 	 0.448337058547846 
P60510	 443461.975063962 	 146716.494422878 	 721463.209539271 	 61261.376412973 	 844340.081824172 	 846947.634150203 	 0.748419365097142 	 -1.33614928559499 	 0.664032494803356 
P60606	 901265.677946122 	 675899.096356532 	 832008.124954739 	 457880.234873158 	 587191.26327073 	 219250.539271883 	 1.90550573980475 	 1.90550573980475 	 0.049890592538361 
"P60660-2;P14649;P60660"	 901519.193165667 	 999667.616731741 	 954724.389984553 	 647773.815030128 	 283349.137936908 	 335025.947319663 	 2.25558873781376 	 2.25558873781376 	 0.0366031906745495 
P60842	 889354.718778077 	 446651.236066193 	 816732.646675615 	 751274.397102149 	 486037.345214345 	 972510.213979854 	 0.97416834663362 	 -1.02651662154251 	 0.927475192322471 
"P60891;P21108"	 620159.817099513 	 879722.106207389 	 466081.948960565 	 920578.354203575 	 867021.44387455 	 793079.178568454 	 0.761801018281672 	 -1.31267873893843 	 0.226308485750323 
P60900	 33866.176332208 	 683634.864137815 	 214526.557578105 	 635271.591398988 	 560407.92673271 	 932417.263773937 	 0.437962975167666 	 -2.28329803362297 	 0.167227883202733 
P60903	 666733.472113761 	 204444.397622812 	 73123.3894290242 	 409869.39961156 	 512622.115594821 	 32866.1659999281 	 0.988426929245232 	 -1.01170857492076 	 0.988101197942006 
"P60953;P17081;P60953-1;P84095;Q9H4E5;Q9H4E5-2"	 588964.729252985 	 539516.202387291 	 495517.806206774 	 326049.618320528 	 949158.0232141 	 761535.421722734 	 0.797350813238952 	 -1.2541531072601 	 0.534798247156229 
P60981	 359883.757147184 	 162506.277100078 	 683317.67576715 	 76854.7551564705 	 837206.571297924 	 841855.293094991 	 0.686654307266497 	 -1.45633689240355 	 0.576212970737007 
P61006	 865805.775028083 	 604681.216151051 	 213536.513518466 	 32948.9707491516 	 690539.450793041 	 376918.336194034 	 1.53036456097561 	 1.53036456097561 	 0.508549000423479 
P61009	 752737.158989915 	 218117.002201347 	 689798.891964443 	 817391.292738055 	 593270.574056468 	 58628.9998051341 	 1.13024118702848 	 1.13024118702848 	 0.832540396710029 
P61019	 527410.613223742 	 517922.271928846 	 235369.25413893 	 519682.558466567 	 193219.516607854 	 307661.237861091 	 1.25489729354248 	 1.25489729354248 	 0.556656329921457 
P61020	 379353.573141193 	 150532.553008507 	 668032.743500269 	 577673.039181427 	 372611.998928686 	 90522.1050472825 	 1.15095181420062 	 1.15095181420062 	 0.811726846907796 
P61026	 120421.069849343 	 31122.1119942627 	 935945.5550024 	 977111.958479329 	 485493.998903522 	 631508.731944703 	 0.519307152749696 	 -1.92564264656296 	 0.375726034348497 
"P61077-2;P61077-3;P62837;P62837-2"	 934426.40974351 	 324560.694638592 	 135585.624175761 	 575765.932572521 	 2179.29779826664 	 6947.47572581977 	 2.38432231077869 	 2.38432231077869 	 0.431682761035896 
P61106	 917860.020740745 	 434074.546837749 	 363397.252173611 	 373875.207433794 	 483100.886187793 	 462022.867331933 	 1.30048003867423 	 1.30048003867423 	 0.529444857962704 
"P61158;Q9P1U1"	 168387.381319446 	 601502.964118167 	 682022.308174162 	 233670.65169979 	 387889.458075604 	 444261.008758603 	 1.36224796859799 	 1.36224796859799 	 0.514802989579764 
P61160	 698346.067185655 	 153854.310575694 	 635494.399200952 	 310176.679029613 	 988039.44653385 	 979538.014662186 	 0.653141070271491 	 -1.53106280636177 	 0.407832574524611 
"P61163;P42025"	 34895.0032529647 	 250385.319760583 	 913231.120007046 	 233674.790048972 	 370188.099748951 	 230871.449950298 	 1.43579985385781 	 1.43579985385781 	 0.693301234100383 
P61221	 334400.188207893 	 277541.823390947 	 919649.834778391 	 865631.75288857 	 289014.19693887 	 702929.190275851 	 0.824511382237849 	 -1.2128395332589 	 0.706031496570763 
"P61224-3;A6NIZ1;P61224-4;P62834"	 43737.5269388849 	 160075.491773249 	 957047.074206921 	 580829.173543951 	 528784.03808994 	 8040.7291174146 	 1.03865789811353 	 1.03865789811353 	 0.968614067792512 
P61247	 844424.96521842 	 754499.286844125 	 749781.569895156 	 245468.149221476 	 204592.03524445 	 23755.1912984265 	 4.95700634064228 	 4.95700634064228 	 0.0047198918477782 
